,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
BF-B,Consumer Defensive,Beverages - Wineries & Distilleries,12705858560,United States,Brown-Forman Corporation,15.0437155,14.489474,,3.263395,3.2183025,15244880896.0,12.568,3.36,0.91,0.50130004,1.52,0.21378,0.27165002,0.59016997,0.22649,0.08595,-0.028,-0.123,-0.128,0.526,49.89,25.53,-0.44736302,2.791,0.88,67.728,2700999936.0,471000000.0,hold,3.0,30.8,40.0,25.0,18.0,5000.0,NYQ,EQUITY,cube1_cluster1,2
UHS,Healthcare,Medical Care Facilities,12585187328,United States,"Universal Health Services, Inc.",10.425064,11.223018,,1.8449687,0.76457894,17955637248.0,7.446,0.4,0.8,0.0422,0.48,0.07661,0.116780005,0.42870998,0.18789,0.07808,0.096,0.275,0.222,1.305,240.26,152.33,-0.12239283,1.29,1.053,70.09,5007996928.0,137595008.0,buy,2.26316,224.1875,280.0,165.0,16.0,99300.0,NYQ,EQUITY,cube2_cluster0,2
BALL,Consumer Cyclical,Packaging & Containers,12948844544,United States,Ball Corporation,23.32353,13.478754,,2.4864132,1.0445144,20093843456.0,10.342,1.7,0.8,0.396,1.19,0.044850003,0.10665,0.20166,0.09592,0.04448,0.128,0.49,0.342,1.089,67.84,43.51,-0.28759652,0.999,0.608,139.757,7375000064.0,301000000.0,buy,2.21429,61.76923,84.0,53.0,13.0,16000.0,NYQ,EQUITY,cube1_cluster1,2
ARE,Real Estate,REIT - Office,12816028672,United States,"Alexandria Real Estate Equities, Inc.",,21.822674,,0.74367964,4.136877,30684770304.0,15.507,7.15,5.28,6.8946996,3.8,-0.00331,0.20363002,0.70157,0.00784,0.012,-0.018,,,1.319,123.1,67.37,-0.39051157,3.245,2.811,62.825,13657519104.0,520544992.0,buy,2.28571,96.78571,144.0,79.0,14.0,552.0,NYQ,EQUITY,cube1_cluster1,2
DOC,Real Estate,REIT - Healthcare Facilities,12605911040,United States,"Healthpeak Properties, Inc.",75.583336,72.56,,1.5899727,4.5091615,22525757440.0,14.859,6.79,1.22,5.0417004,5.27,0.05899,0.17898001,0.60089,0.02138,0.01525,-0.002,-0.781,-0.783,1.066,23.26,16.63,-0.19534051,4.007,1.54,109.007,9360363520.0,99358000.0,buy,1.8,21.19444,29.0,18.0,18.0,387.0,NYQ,EQUITY,cube2_cluster0,2
AVY,Consumer Cyclical,Packaging & Containers,12487192576,United States,Avery Dennison Corporation,17.674393,15.221482,,5.6765575,1.4290841,15781692416.0,11.045,2.39,3.76,0.4013,1.59,0.08137,0.12911999,0.2857,0.3168,0.085,-0.007,0.106,0.069,0.953,222.16,156.23,-0.2837457,1.04,0.615,161.255,3550200064.0,255700000.0,buy,2.15385,189.66667,210.0,170.0,12.0,35000.0,NYQ,EQUITY,cube1_cluster1,2
SOLV,Healthcare,Medical Instruments & Supplies,12395493376,United States,Solventum Corporation,32.793575,12.927667,,3.400723,1.4777651,19612727296.0,14.316,,,0.0,,0.045300003,0.09255,0.54876,0.11670999,0.03524,0.038,0.0,0.011,,85.92,60.7,0.016637921,1.224,0.667,214.403,7815000064.0,492000000.0,hold,2.69231,85.11111,103.0,72.0,9.0,22000.0,NYQ,EQUITY,cube2_cluster0,2
IEX,Industrials,Specialty Industrial Machinery,12320762880,United States,IDEX Corporation,26.480583,19.207745,,3.0758965,3.6879678,13415406592.0,14.919,1.77,2.84,0.44979998,1.17,0.14051,0.21955,0.44576,0.12229,0.06883,0.072,-0.065,-0.069,1.036,238.22,153.36,-0.2403174,3.051,1.971,46.768,1875600000.0,568200000.0,buy,2.0,194.74402,213.0,170.0,13.0,9000.0,NYQ,EQUITY,cube1_cluster1,2
FOX,Communication Services,Entertainment,24544978944,United States,Fox Corporation,10.613035,22.174469,,1.944403,1.505827,25652592640.0,7.281,1.08,0.56,0.11,1.46,0.13883,0.22361,0.35472,0.19589001,0.086569995,0.063,1.298,1.248,0.543,59.29,38.16,0.35075402,2.91,2.7,60.421,7464999936.0,5351000064.0,none,,,,,,10400.0,NMS,EQUITY,cube3_cluster0,2
FOXA,Communication Services,Entertainment,24473827328,United States,Fox Corporation,11.8350315,15.579088,,2.1682837,1.5014617,28392638464.0,8.059,0.96,0.56,0.11,1.36,0.13883,0.22361,0.35472,0.19589001,0.086569995,0.063,1.298,1.248,0.543,65.3,41.56,0.38895535,2.91,2.7,60.421,7464999936.0,5351000064.0,buy,2.33333,62.13889,74.0,48.0,18.0,10400.0,NMS,EQUITY,cube3_cluster0,2
WYNN,Consumer Cyclical,Resorts & Casinos,12072714240,United States,"Wynn Resorts, Limited",33.36494,23.129482,,-27.071579,1.7320186,21372768256.0,12.538,0.89,1.0,0.2959,2.28,0.055069998,0.15807,0.6832,,0.053039998,0.003,-0.298,-0.408,1.305,134.23,65.25,0.1340456,1.034,0.954,,12169550848.0,1984752000.0,strong_buy,1.44444,133.38235,150.0,110.0,17.0,28000.0,NMS,EQUITY,cube3_cluster1,2
UDR,Real Estate,REIT - Residential,13641101312,United States,"UDR, Inc.",93.230774,77.3617,,3.6705027,7.954542,19003760640.0,18.844,4.76,1.72,4.3718,3.69,0.07694,0.19672,0.66463995,0.03121,0.01878,0.023,0.375,0.304,0.855,46.62,35.21,-0.18782294,0.238,0.002,139.058,5956016128.0,1548000.0,buy,2.47826,43.25,48.0,37.0,22.0,1419.0,NYQ,EQUITY,cube1_cluster1,2
BEN,Financial Services,Asset Management,11899960320,United States,"Franklin Resources, Inc.",44.941177,8.815385,,0.9735378,1.3775972,14712460288.0,9.027,5.6,1.28,2.4902,4.69,0.03735,0.103199996,0.37570998,0.020769998,0.020599999,-0.028,-0.531,-0.47,1.526,26.08,16.25,0.1279012,4.413,1.284,26.57,3835399936.0,3253900032.0,hold,3.0,25.45455,31.0,21.0,11.0,10100.0,NYQ,EQUITY,cube3_cluster0,2
BAX,Healthcare,Medical Instruments & Supplies,11720832000,United States,Baxter International Inc.,,7.9236107,,1.6008418,1.0765897,19732832256.0,9.678,3.08,0.68,3.0769,2.3,-0.01424,0.15445,0.38844,-0.03213,0.02734,0.043,,,0.577,37.74,21.33,-0.39672577,2.296,1.209,133.347,9724999680.0,1686000000.0,hold,2.70588,28.0,47.0,19.0,15.0,38000.0,NYQ,EQUITY,cube1_cluster0,2
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,11577110528,United States,Viatris Inc.,,3.7191012,,0.74343044,0.8201585,25497899008.0,6.199,4.87,0.48,9.6,0.89,-0.24570999,0.09949,0.40857,-0.19768,0.022969998,-0.057,,,0.889,13.55,6.85,-0.16722971,1.37,0.618,95.122,14810999808.0,808600000.0,hold,2.55556,11.42857,14.0,8.0,7.0,32000.0,NMS,EQUITY,cube1_cluster1,2
HII,Industrials,Aerospace & Defense,11455909888,United States,"Huntington Ingalls Industries, Inc.",21.545387,18.618622,,2.3465393,0.9902247,14021909504.0,14.293,1.88,5.4,0.4001,2.24,0.04538,0.06554,0.123780005,0.11589,0.03487,0.035,-0.119,-0.121,0.371,296.03,158.88,0.11016846,1.081,0.976,59.586,2908999936.0,343000000.0,hold,2.6,296.44443,324.0,260.0,9.0,44000.0,NYQ,EQUITY,cube3_cluster0,2
GL,Financial Services,Insurance - Life,11329964032,United States,Globe Life Inc.,11.1896,10.322509,,2.0909824,1.9257534,13885078528.0,9.161,0.79,1.08,0.081599995,0.81,0.18110001,0.23819,0.32554,0.20015,0.03196,0.029,0.08,-0.022,0.552,147.83,100.27,0.23158848,0.632,0.502,58.815,3187182080.0,355846016.0,buy,1.72727,165.72726,188.0,145.0,11.0,3732.0,NYQ,EQUITY,cube3_cluster0,2
ALB,Basic Materials,Specialty Chemicals,11337573376,United States,Albemarle Corporation,,52.304344,,1.4146076,2.2705672,15758743552.0,33.302,1.68,1.62,0.5797,1.19,-0.18614,0.041490003,0.08164,-0.081070006,-0.00644,-0.07,,,1.657,113.91,49.43,0.0062669516,2.311,1.378,35.682,3746203904.0,1806829056.0,hold,2.72,88.69455,200.0,58.0,22.0,8300.0,NYQ,EQUITY,cube2_cluster1,2
PAYC,Technology,Software - Application,11324451840,United States,"Paycom Software, Inc.",27.172087,22.99656,,6.090324,5.778076,10830135296.0,17.259,0.75,1.5,0.2024,,0.21209998,0.23222,0.86168,0.25752002,0.08253,0.105,0.317,0.316,0.827,267.76,161.24,0.22051775,1.299,0.313,4.506,81200000.0,532200000.0,buy,2.5,244.3125,290.0,208.0,16.0,7306.0,NYQ,EQUITY,cube2_cluster0,2
HST,Real Estate,REIT - Hotel & Motel,11323949056,United States,"Host Hotels & Resorts, Inc.",17.242105,16.886597,,1.6965302,1.9070308,16554640384.0,10.257,4.92,0.8,0.8511,4.49,0.11098,0.17107001,0.29151,0.097200006,0.04085,0.083,-0.06,-0.075,1.379,19.36,12.22,-0.0926339,2.203,2.195,83.267,5642999808.0,490000000.0,buy,1.94737,18.63889,22.0,16.0,18.0,165.0,NMS,EQUITY,cube2_cluster0,2
JKHY,Technology,Information Technology Services,11199160320,United States,"Jack Henry & Associates, Inc.",24.386074,24.386074,,5.2681594,4.7148643,11180172288.0,17.896,1.52,2.32,0.36220002,1.18,0.19187,0.25301,0.42712003,0.22941,0.11911,0.099,0.267,0.262,0.779,196.0,144.12,-0.17605978,1.272,0.851,2.402,51187000.0,101953000.0,hold,2.53333,181.54546,206.0,155.0,11.0,7240.0,NMS,EQUITY,cube1_cluster1,2
AIZ,Financial Services,Insurance - Property & Casualty,11192357888,United States,"Assurant, Inc.",15.77596,12.37779,,2.0384324,0.9095854,11473757184.0,9.369,1.47,3.2,0.22629999,1.73,0.05827,0.09996,0.1026,0.13654,0.0178,0.08,0.274,0.247,0.549,230.55,174.97,0.11617637,0.407,0.136,37.909,2084400000.0,1803000064.0,buy,1.57143,246.0,255.0,232.0,6.0,14200.0,NYQ,EQUITY,cube2_cluster0,2
BXP,Real Estate,REIT - Office,12393916416,United States,"BXP, Inc.",3526.5,37.716576,,2.1240137,3.634358,29895774208.0,15.766,3.99,2.8,196.0,5.1,0.00145,0.29013002,0.60317004,0.009509999,0.024549998,0.016,0.105,0.118,1.235,90.11,54.22,-0.18940794,0.888,0.791,211.337,16584486912.0,447582016.0,buy,2.30435,79.45,91.0,65.0,20.0,816.0,NYQ,EQUITY,cube2_cluster0,2
PNW,Utilities,Utilities - Regulated Electric,11160475648,United States,Pinnacle West Capital Corporation,18.955376,19.967949,,1.6590917,2.1236851,25247311872.0,12.559,3.89,3.58,0.7335,4.37,0.10962,0.22907,0.40884998,0.090270005,0.02338,0.038,-0.102,-0.055,0.46,96.5,81.47,0.05835724,0.522,0.246,205.106,14004524032.0,18841000.0,buy,2.46154,95.81818,113.0,80.0,11.0,6403.0,NYQ,EQUITY,cube3_cluster0,2
POOL,Industrials,Industrial Distribution,11025978368,United States,Pool Corporation,26.88444,24.560266,,8.486327,2.0896723,12495683584.0,19.706,1.71,5.0,0.4474,1.05,0.07786,0.1528,0.29455,0.30175,0.10037,0.008,0.036,0.009,1.104,395.6,282.22,-0.20003837,2.516,0.817,119.571,1553373952.0,83669000.0,buy,2.35714,331.18182,375.0,285.0,11.0,6000.0,NMS,EQUITY,cube1_cluster1,2
SJM,Consumer Defensive,Packaged Foods,10926694400,United States,The J. M. Smucker Company,,9.726496,,1.8439103,1.2538809,19015294976.0,10.176,4.34,4.4,0.8606,3.21,-0.16750999,0.031040002,0.3536,-0.21316999,0.04463,-0.006,,,0.241,125.42,93.3,-0.15803885,0.813,0.231,137.159,8127900160.0,39300000.0,buy,2.47368,116.1875,130.0,105.0,16.0,8000.0,NYQ,EQUITY,cube2_cluster0,2
CPT,Real Estate,REIT - Residential,10912868352,United States,Camden Property Trust,71.41958,63.04321,,2.424163,6.9503226,14780651520.0,16.664,4.13,4.2,2.9091,3.23,0.09934,0.18011999,0.61421,0.034140002,0.02021,0.02,0.874,0.88,0.808,127.65,100.6,-0.14924377,0.037,0.028,82.154,3828363008.0,33091000.0,buy,2.4,121.51087,142.0,106.0,23.0,1660.0,NYQ,EQUITY,cube1_cluster1,2
NCLH,Consumer Cyclical,Travel Services,10812210176,United States,Norwegian Cruise Line Holdings Ltd.,15.728477,11.363637,,6.7606034,1.1308668,25138644992.0,9.932,,,0.0,,0.075219996,0.16836001,0.41352,0.63567,0.04587,0.061,-0.808,-0.816,2.222,29.29,14.21,-0.05185187,0.184,0.07,929.5,14589154304.0,184015008.0,buy,1.73913,31.21429,43.0,25.0,21.0,41700.0,NYQ,EQUITY,cube2_cluster1,2
FDS,Financial Services,Financial Data & Stock Exchanges,10803286016,United States,FactSet Research Systems Inc.,18.364395,15.297109,,4.9346366,4.653083,12001537024.0,13.247,1.54,4.4,0.2752,0.89,0.25715,0.29707,0.52717,0.29132,0.111899994,0.062,0.731,0.716,0.786,499.87,272.5,-0.39035618,1.4,1.2,71.282,1558509056.0,355096000.0,hold,3.3,339.25,430.0,282.0,16.0,12800.0,NYQ,EQUITY,cube0_cluster0,1
SWKS,Technology,Semiconductors,10890130432,United States,"Skyworks Solutions, Inc.",29.224897,11.370312,,1.9104751,2.7145925,10690973696.0,12.332,3.87,2.84,1.1155,2.33,0.09876,0.11617,0.41489,0.06609,0.04631,0.066,-0.067,-0.132,1.195,101.5,47.93,-0.25558037,2.387,1.422,21.368,1207800064.0,1317900032.0,hold,3.07407,72.78947,106.0,58.0,19.0,10100.0,NMS,EQUITY,cube2_cluster1,2
GNRC,Industrials,Specialty Industrial Machinery,10785813504,United States,Generac Holdings Inc.,30.585691,22.389769,,4.1956544,2.4448457,11484630016.0,15.446,,,0.0,,0.07907,0.105349995,0.39949,0.14154,0.06687,0.063,0.289,0.252,1.644,203.25,99.5,0.022911549,2.003,0.778,57.764,1487545984.0,223531008.0,buy,2.05,203.375,250.0,172.0,16.0,5389.0,NYQ,EQUITY,cube2_cluster1,2
DAY,Technology,Software - Application,10804482048,United States,Dayforce Inc,227.33331,30.859726,,4.032878,5.834899,11495230464.0,43.875,,,0.0,,0.02646,0.080699995,0.50948,0.01893,0.00821,0.098,,,1.175,82.69,48.005,0.069105744,1.038,0.175,45.495,1229400064.0,625200000.0,hold,2.75,70.0,72.0,68.0,12.0,9600.0,NYQ,EQUITY,cube2_cluster1,2
AKAM,Technology,Software - Infrastructure,10623433728,United States,"Akamai Technologies, Inc.",26.088028,11.091317,,2.4644911,2.6017098,14927925248.0,12.975,,,0.0,,0.10399,0.14934,0.59134,0.092080005,0.03808,0.065,-0.174,-0.213,0.756,106.8,67.51,-0.28550684,2.31,1.983,117.988,5271114752.0,966624000.0,buy,2.375,95.20455,133.0,66.0,22.0,10944.0,NMS,EQUITY,cube1_cluster0,2
RVTY,Healthcare,Diagnostics & Research,10578854912,United States,"Revvity, Inc.",39.454548,17.66279,,1.4031467,3.780232,12961864704.0,15.525,0.31,0.28,0.121700004,0.23,0.10191,0.14314,0.55917,0.03613,0.02046,0.041,0.023,-0.026,0.985,129.5,81.36,-0.26841426,3.329,2.46,44.664,3374859008.0,991849024.0,buy,1.76471,112.66667,135.0,99.0,15.0,11000.0,NYQ,EQUITY,cube1_cluster1,2
MOH,Healthcare,Healthcare Plans,10563038208,United States,"Molina Healthcare, Inc.",9.576904,7.5803194,,2.2863412,0.25329205,5317038080.0,2.972,,,0.0,,0.0271,0.03392,0.11387999,0.23924999,0.06598,0.148,-0.081,-0.153,0.553,359.97,151.95,-0.39845175,1.665,1.609,77.406,3563000064.0,8808999936.0,hold,2.5625,195.53333,231.0,153.0,15.0,18000.0,NYQ,EQUITY,cube1_cluster0,2
IVZ,Financial Services,Asset Management,10457850880,United States,Invesco Ltd.,24.94681,12.407408,,0.9627228,1.6996069,15515350016.0,12.681,3.61,0.84,0.8871,4.24,0.13268,0.14134,0.28087,0.052529998,0.023659999,0.022,,0.063,1.629,24.54,11.6,0.31581926,0.631,0.631,12.594,1883900032.0,922700032.0,hold,2.57143,24.92308,30.0,20.0,13.0,8407.0,NYQ,EQUITY,cube3_cluster1,2
SWK,Industrials,Tools & Accessories,10374175744,United States,"Stanley Black & Decker, Inc.",20.432926,12.20765,,1.144389,0.68424016,17205676032.0,11.579,5.15,3.32,1.038,3.1,0.03155,0.054619998,0.29571,0.053790003,0.026730001,-0.02,,,1.188,109.91,53.91,-0.39768374,1.043,0.281,78.818,7143300096.0,311800000.0,buy,2.47368,86.60079,120.15,64.0,14.0,48000.0,NYQ,EQUITY,cube2_cluster1,2
HAS,Consumer Cyclical,Leisure,10256608256,United States,"Hasbro, Inc.",,16.510159,,42.523254,2.4128654,13087408128.0,12.904,3.87,2.8,0.92410004,3.97,-0.13369,0.22808,0.64559996,-0.77416,0.09019,-0.015,,,0.597,82.19,49.0,0.010748148,1.662,1.135,1241.676,3348800000.0,546600000.0,strong_buy,1.46154,89.58333,100.0,80.0,12.0,4985.0,NMS,EQUITY,cube3_cluster0,2
AES,Utilities,Utilities - Diversified,10281995264,United States,The AES Corporation,11.069231,7.0886703,,3.0409975,0.8545541,46281392128.0,15.046,4.87,0.7,0.53610003,3.51,0.076630004,0.14011,0.16922002,0.01742,0.022769999,-0.03,,,0.924,18.31,9.46,-0.1705916,0.823,0.419,313.243,30891999232.0,1350000000.0,hold,2.57143,14.20833,23.0,8.5,12.0,9100.0,NYQ,EQUITY,cube2_cluster1,2
MRNA,Healthcare,Biotechnology,10213343232,United States,"Moderna, Inc.",,-3.0172415,,1.0864166,3.318175,6013992448.0,-1.962,,,0.0,,-0.94314003,-6.38732,-0.71442,-0.27502,-0.14774999,-0.411,,,2.007,58.62,23.15,-0.5334147,3.926,3.555,7.884,741000000.0,5130999808.0,hold,2.83333,44.3,198.0,15.0,20.0,5800.0,NMS,EQUITY,cube1_cluster0,2
NWSA,Communication Services,Entertainment,15296412672,United States,News Corporation,30.976744,25.132076,,1.7166054,1.809798,16195846144.0,14.282,0.77,0.2,0.23809999,0.91,0.13961,0.09104,0.56188,0.07043,0.037130002,0.008,13.856,13.86,1.181,31.61,23.38,-0.014355898,1.845,1.534,31.313,2940000000.0,2409999872.0,buy,1.66667,37.41111,45.0,28.0,9.0,22300.0,NMS,EQUITY,cube2_cluster0,2
IPG,Communication Services,Advertising Agencies,9812277248,United States,"The Interpublic Group of Companies, Inc.",22.140495,9.741818,,2.643837,1.109158,12505177088.0,7.272,5.06,1.32,1.1186,3.91,0.04993,0.17042999,0.236,0.11933,0.053940002,-0.066,-0.228,-0.242,1.079,33.05,22.51,-0.17451787,1.068,0.978,110.56,4184699904.0,1564400000.0,buy,2.22222,33.2,39.0,25.6,8.0,51300.0,NYQ,EQUITY,cube2_cluster0,2
AOS,Industrials,Specialty Industrial Machinery,9483969536,United States,A. O. Smith Corporation,18.854794,16.90909,,5.2243223,2.5022345,19442436096.0,25.312,2.01,1.36,0.37330002,1.71,0.13683,0.2035,0.38201,0.27603,0.13332,-0.013,0.009,-0.026,1.303,83.01,58.83,-0.16392833,1.647,0.971,18.035,332900000.0,177900000.0,hold,2.6,79.83333,89.0,65.0,12.0,12700.0,NYQ,EQUITY,cube2_cluster0,2
MOS,Basic Materials,Agricultural Inputs,9505481728,United States,The Mosaic Company,10.152542,12.174797,,0.76420605,0.84467643,14325453824.0,7.366,2.84,0.88,0.2915,1.68,0.083529994,0.09595,0.15335,0.07914,0.021289999,0.067,,,1.01,38.23,22.36,0.213866,1.136,0.376,36.763,4626500096.0,286200000.0,buy,2.10526,38.48421,48.0,30.0,19.0,13765.0,NYQ,EQUITY,cube3_cluster0,2
ALGN,Healthcare,Medical Instruments & Supplies,9408005120,United States,"Align Technology, Inc.",21.887014,12.650097,,2.404409,2.3728814,8629868544.0,10.798,,,0.0,,0.110369995,0.16103001,0.69935,0.1141,0.065,-0.016,0.342,0.29,1.704,246.19,122.0,-0.408898,1.227,1.029,3.144,123020000.0,901156992.0,buy,2.11765,176.2857,220.0,140.0,14.0,21485.0,NMS,EQUITY,cube1_cluster0,2
TAP,Consumer Defensive,Beverages - Brewers,9113643008,United States,Molson Coors Beverage Company,9.09144,7.88027,,0.6890907,0.8077179,15521018880.0,6.545,4.08,1.88,0.35900003,2.65,0.09193,0.18505,0.38755,0.07863,0.039419997,-0.016,0.049,0.004,0.632,64.66,43.8,-0.15525782,0.949,0.546,47.397,6539200000.0,613800000.0,hold,2.59091,53.33333,72.0,42.0,21.0,16800.0,NYQ,EQUITY,cube1_cluster1,2
TECH,Healthcare,Biotechnology,9283980288,United States,Bio-Techne Corporation,128.84782,27.063927,,4.7867875,7.6120977,9501295616.0,28.693,0.54,0.32,0.6957,0.41,0.06018,0.36296,0.66504997,0.03681,0.06301,0.036,,,1.479,80.8,46.01,-0.18942791,3.459,2.099,23.142,444057984.0,162186000.0,strong_buy,1.46667,67.08333,75.0,53.0,12.0,3100.0,NMS,EQUITY,cube1_cluster1,2
DVA,Healthcare,Medical Care Facilities,9053330432,United States,DaVita Inc.,12.210222,11.235137,,-25.425703,0.68787366,23051929600.0,8.576,,,0.0,,0.063540004,0.15697,0.32541,0.57942003,0.07154,0.061,0.032,-0.105,1.124,179.6,122.93,-0.2470681,1.393,1.276,825.189,12815374336.0,739430976.0,hold,2.88889,151.5,186.0,137.0,8.0,76000.0,NYQ,EQUITY,cube1_cluster1,2
CPB,Consumer Defensive,Packaged Foods,9032310784,United States,The Campbell's Company,14.872549,8.897361,,2.317092,0.88094324,16123092992.0,8.531,5.23,1.56,0.7662,3.35,0.058709998,0.13098,0.30732,0.15636,0.06123,0.012,,,0.023,49.11,29.39,-0.38378823,0.768,0.246,184.734,7212000256.0,132000000.0,hold,3.04762,34.57895,60.0,29.0,19.0,13700.0,NMS,EQUITY,cube0_cluster0,2
LW,Consumer Defensive,Packaged Foods,8940855296,United States,"Lamb Weston Holdings, Inc.",30.846157,12.883534,,4.99494,1.3847835,12785081344.0,10.312,2.32,1.48,0.70669997,1.53,0.04555,0.11378,0.22618,0.16219,0.070539996,0.003,-0.477,-0.495,0.506,83.981,47.87,-0.1051746,1.489,0.693,223.019,3991600128.0,98600000.0,buy,2.36364,66.0,80.0,60.0,11.0,10100.0,NYQ,EQUITY,cube2_cluster0,2
CAG,Consumer Defensive,Packaged Foods,8849505280,United States,"Conagra Brands, Inc.",10.277778,6.877323,,0.9925425,0.7728488,16431205376.0,8.352,7.7,1.4,0.791,4.2,0.07424,0.11688,0.25496,0.096540004,0.046669997,-0.058,-0.649,-0.648,0.037,30.47,17.89,-0.38505745,1.058,0.401,92.867,8279799808.0,698099968.0,hold,3.0,20.51765,25.0,18.0,17.0,18300.0,NYQ,EQUITY,cube0_cluster0,2
MGM,Consumer Cyclical,Resorts & Casinos,8832599040,United States,MGM Resorts International,17.26064,14.108696,,2.96998,0.51317555,39028736000.0,16.271,,,0.0,0.81,0.03135,0.086,0.44951,0.21792,0.022119999,0.018,-0.701,-0.738,1.672,42.54,25.3,-0.19852757,1.218,1.085,844.044,31591444480.0,2164406016.0,buy,1.90909,47.08333,58.0,34.0,18.0,60000.0,NYQ,EQUITY,cube2_cluster1,2
FRT,Real Estate,REIT - Retail,8415674880,United States,Federal Realty Investment Trust,24.580807,31.70684,,2.7180831,6.7919893,13202665472.0,16.781,4.66,4.52,1.1139,4.17,0.27938,0.40697,0.67958,0.10606,0.03299,0.052,0.349,0.392,1.163,118.09,80.65,-0.14331156,0.466,0.437,130.637,4573966848.0,180530000.0,buy,2.21053,110.60526,137.0,100.0,19.0,304.0,NYQ,EQUITY,cube1_cluster1,2
CRL,Healthcare,Diagnostics & Research,8372808192,United States,"Charles River Laboratories International, Inc.",,16.549612,,2.496625,2.078334,11050317824.0,11.563,,,0.0,,-0.01664,0.16668,0.35027,-0.01809,0.043109998,0.006,-0.391,-0.444,1.503,230.02,91.86,-0.11982256,1.36,0.88,82.039,2788969984.0,182824000.0,buy,2.11111,183.26666,211.0,155.0,15.0,18700.0,NYQ,EQUITY,cube2_cluster1,2
APA,Energy,Oil & Gas E&P,8196888064,United States,APA Corporation,7.8999996,8.330909,,1.3919437,0.83607584,13751887872.0,2.35,4.38,1.0,0.346,2.41,0.11026,0.37546003,0.6631,0.20436001,0.07002,-0.136,0.145,0.115,1.165,25.83,13.58,-0.08169013,0.805,0.568,67.565,4664000000.0,107000000.0,hold,3.0,24.55556,35.0,17.0,27.0,2305.0,NMS,EQUITY,cube2_cluster1,2
EPAM,Technology,Information Technology Services,8186331136,United States,"EPAM Systems, Inc.",20.907537,13.134942,,2.231907,1.6143385,7308260864.0,10.228,,,0.0,,0.07911,0.09633,0.30075002,0.11354,0.08486,0.18,-0.082,-0.108,1.655,269.0,138.15,-0.26091993,3.172,2.964,4.435,162691008.0,1041344000.0,buy,1.6875,208.2,246.0,171.0,15.0,62050.0,NYQ,EQUITY,cube0_cluster0,2
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7810602496,United States,"Mohawk Industries, Inc.",15.852459,11.27444,,0.94296175,0.7310492,9898502144.0,7.305,,,0.0,,0.04439,0.07783,0.25296,0.05947,0.03402,0.0,-0.049,-0.069,1.291,164.29,96.24,-0.2539881,2.126,0.982,31.685,2629100032.0,546700032.0,buy,2.11765,136.875,150.0,122.0,16.0,41900.0,NYQ,EQUITY,cube2_cluster0,2
MTCH,Communication Services,Internet Content & Information,7805782016,United States,"Match Group, Inc.",16.059406,13.080645,,-33.968586,2.262168,10903154688.0,11.134,2.37,0.76,0.28219998,1.52,0.15586,0.24107,0.72003,,0.12905,-0.0,0.007,-0.059,1.382,39.2,26.39,-0.16830659,0.697,0.618,,3514681088.0,340415008.0,buy,2.36364,38.47368,49.0,31.0,19.0,2500.0,NMS,EQUITY,cube2_cluster0,2
HSIC,Healthcare,Medical Distribution,7687203840,United States,"Henry Schein, Inc.",20.252396,12.190385,,2.2429411,0.6018323,12354203648.0,12.379,,,0.0,,0.030450001,0.05401,0.31332,0.081190005,0.04301,0.033,-0.125,-0.173,0.812,82.49,60.56,-0.11392403,1.411,0.595,68.545,3358000128.0,145000000.0,hold,2.66667,73.23077,83.0,55.0,13.0,25000.0,NMS,EQUITY,cube1_cluster1,2
